Question,Expected_answer,Generated_answer
What are the taxonomic characteristics of Goniada maculata,"Goniada maculata Oersted, 1843 is characterized by an elongate body measuring 50–100 mm, with brown markings. The front part is uniramous, while the rear is biramous. The prostomium is conical, featuring 8–10 bands, and lacks eyes. The setae include absent anterior notosetae, capillary posterior notosetae, and spinigerous compound neurosetae. Dorsal cirri are blade-shaped at the front, with ventral cirri varying from blade-shaped to digitiform. The parapodia have 35–40 uniramous segments in the front and biramous segments towards the rear. The notopodium in the front segments bears no notosetae, whereas the rear segments have dorsal cirri and a lobed setigerous lobe with capillary notosetae. The neuropodium’s anterior feet have fused pre- and postsetal lips early on, later dividing into two presetal and one postsetal lobe; the posterior feet feature two finger-like presetal lobes and a blunt triangular postsetal lobe. The jaws comprise a dorsal arc of four micrognaths, a ventral arc of three micrognaths, and paired ventro-lateral macrognaths with 4–8 teeth. The proboscis has 7–11 chevrons, densely covered with low cordate papillae. Its distribution spans the Arctic, North Atlantic (from Norway to the English Channel and North Carolina), North Pacific (from Alaska to Japan), and possibly the Persian Gulf.","Goniada maculata is characterized by a conical prostomium with about 8–10 rings and no eyes, a proboscis with 7–11 chevrons and densely covered with low cordate papillae, a mouth with a dorsal arc of four micrognaths, a ventral arc of three micrognaths, and a pair of ventro-lateral macrognaths with four to eight teeth. The anterior region has 35–40 uniramous segments, and the parapodia show a progression in lobe development along the body. The posterior region is biramous, with notopodia bearing capillary notosetae and neuropodia with two finger-like presetal lobes and a single bluntly triangular postsetal lobe. The species has 38–43 uniramous chaetigers and 7–11 pairs of chevrons, with the second, lower prechaetal neuropodial lobe developing from chaetiger 25–32. The typical jaw arrangement is 4 dorsal and 3 ventral micrognaths. Support: These features distinguish G. maculata from related species and are based on examination of type and European material."
What are the taxonomic characteristics of Goniadella gracilis,"Goniadella gracilis Verrill, 1873. The body is thread-like, up to ~20 mm, with an anterior uniramous region and a posterior biramous region. The prostomium has eight annulations; one pair of eyes in the basal ring, sometimes also in the terminal ring; and four slender, biarticulate antennae. The setae are described as anterior region with 3–5 spinigers and 2–4 falcigers; posterior region with similar neurosetae plus blunt acicular notosetae; spinigers with tapering blades, falcigers with short blades. The cirri are described as dorsal cirri pointed; ventral cirri triangular. The parapodia are described as anterior region with 28–30 biannulate, uniramous segments; posterior region biramous. The notopodium is described as absent in the anterior region; posterior region with a notopodium corresponding to the dorsal cirrus, bearing 1–3 straight, blunt, acicular notosetae. The neuropodium is described as a setigerous lobe elongate; presetal projection long and fused anteriorly to a shorter postsetal lobe; similar structure posteriorly. The jaws are described as macrognaths with four teeth; micrognaths three ventrally and ~12 dorsally in a semicircle. The proboscis is described as with 25–30 basal chevrons; papillae uniform, broadly conical, obliquely truncate. The geographical distribution is described as the Atlantic coast of the U.S.A.; recorded from the Cape region of South Africa.","Goniadella gracilis is a small, thread-like polychaete worm (up to 20 mm long) with the body divided into two regions: the anterior region has 28–30 uniramous, biannulate segments, and the posterior region is biramous. The prostomium has eight rings and four slender, biarticulate antennae, with eyes in the basal and sometimes terminal rings. The proboscis has 25–30 chevrons at the base and is densely covered with broadly conical, obliquely truncate papillae. The mouth has a pair of large toothed jaws (macrognaths, four teeth), three ventral and about 12 dorsal micrognaths, and a longitudinal row of V-shaped chevrons on either side of the proboscis base. No branchiae are present. Notosetae are simple, neurosetae are compound (spinigers and falcigers). The first segment is apodous and achaetous with small lateral cirri. Support: Detailed morphological and taxonomic features are described, including prostomium structure, parapodia, setae, jaws, and proboscis armature."
What are the taxonomic characteristics of Goniadopsis incerta,"Goniadopsis incerta Fauvel, 1932 features a body approximately 50 mm long, tapering at both ends, with distinct anterior, middle, and posterior regions. The prostomium has about 10 annulations. The setae include anterior neuropodia with falcigers, middle neuropodia with spinigers, and posterior notopodia with acicular notosetae, while the neuropodia have spinigers. Dorsal cirri are lamellar and flattened in the front, tapering towards the middle; ventral cirri are cirriform in the front, very long in the middle, and triangular at the back. The parapodia are uniramous in the front and middle parts, biramous in the rear. The notopodium is absent in the front and middle, but in the back has one presetal and two triangular postsetal lobes carrying acicular notosetae with faint spoon-shaped tips. The neuropodium has two presetal and one postsetal lobe with falcigerous setae in the front, two conical presetal and one postsetal lobes with spinigers in the middle, and two presetal with one triangular postsetal lobes bearing spinigers in the rear. The jaws consist of a dorsal arc with about 14 macrognaths, each with four teeth, and a ventral arc with roughly 20 micrognaths. The proboscis is covered with small spherical papillae. Geographically, it is found in Burma’s deep waters and has been recorded off the Cape of South Africa.","Goniadopsis incerta is characterized by a body up to 50 mm long, tapered at both ends, with a prostomium of 10 rings. The proboscis is covered with small spherical papillae. The mouth has a dorsal arc of 14 macrognaths, a pair of macrognaths each with four teeth, and a ventral arc of 20 micrognaths. The anterior region has 36 uniramous segments with flattened lamellar dorsal cirri and stout falcigerous neurosetae. The middle region has 39 uniramous segments with very long ventral cirri and spinigerous neurosetae. The posterior region has numerous biramous segments with acicular notosetae and spinigerous neurosetae; the ventral cirrus is triangular. The species is distinguished by the very long ventral cirri in the middle region and two presetal lobes in the posterior neuropodium. Support: Detailed morphological description and distinguishing features are provided for G. incerta, including parapodial and jaw structures."
What are the taxonomic characteristics of Goniadopsis maskallensis,"Goniadopsis maskallensis Gravier, 1904. The body is slender, up to ~75 mm, tapered at both ends, and divided into anterior, middle, and posterior regions. The prostomium has ~10 annulations; the antennae are relatively long. The setae are anterior neuropodia with falcigers; middle neuropodia with spinigers; posterior notopodia with acicular, spoon-tipped setae; posterior neuropodia with spinigers. The cirri are dorsal, flattened in the anterior and middle regions; ventral, larger than the setigerous lobe anteriorly, smaller and rounded in the middle region, and short posteriorly. The parapodia are uniramous in the anterior and middle regions; biramous in the posterior region. The notopodium is absent in the anterior and middle regions; the posterior region has two blunt lobes bearing 1–3 stout, acicular notosetae with elongate, spoon-shaped tips. The neuropodium is anterior region with a single presetal and a single postsetal lobe bearing falcigers; middle region with presetal and postsetal lobes bearing spinigers; posterior region with longer presetal and shorter postsetal lobes bearing spinigerous compound setae. The jaws are macrognaths with four teeth; 13 dorsal micrognaths; 9 ventral micrognaths. The proboscis is covered with subspherical papillae. The geographical distribution is the Red Sea; recorded from Natal, South Africa.","Goniadopsis maskallensis is characterized by a slender body up to 75 mm long, tapered at both ends; a prostomium with about 10 rings and long antennae; a proboscis covered with subspherical papillae; jaws (macrognaths) with four teeth; 13 dorsal and 9 ventral micrognaths; the anterior and middle regions each have 36 uniramous segments with specific cirri and setae arrangements, and the posterior region has biramous parapodia with stout acicular setae and compound spinigerous setae. Support: Detailed morphological features and segmental organization are described for this species."
What are the taxonomic characteristics of Glycinde kameruniana,"Glycinde kameruniana Augener, 1918, is characterized by a small, pale body measuring approximately 30 to 40 mm, with the body divided into anterior uniramous and posterior biramous regions. The prostomium features eight annulations and a pair of eyes embedded in a basal ring. The setae include anterior and posterior neurosetae, which are compound spinigers, and stout acicular notosetae in the posterior. Dorsal cirri are strap-like, anteriorly prominent and reduced posteriorly, while ventral cirri resemble anterior dorsal cirri but are shorter posteriorly. The anterior parapodium comprises 21 uniramous segments, with the posterior parapodium being biramous. The notopodium's anterior region lacks a dorsal cirrus, which is strap-like and laterally broadened (setigers 15–20), and the posterior region has a small dorsal cirrus, a minutely bilabiate setigerous lobe, and 2–3 acicular notosetae with a blunt hooked apex and pointed guard. The neuropodium's anterior region has a single tapering presetal lobe and a subequal postsetal lobe, while the posterior region is similar but with a longer presetal lobe. The jaws consist of ventral macrognaths with four teeth and a dorsal arc of 4–5 micrognaths. The proboscis has five longitudinal bands of papillae. Geographically, this species is found in Tropical West Africa, recorded from South West Africa and the Cape.","Glycinde kameruniana is a small, pale polychaete (30–40 mm long) with a prostomium of eight rings and a pair of eyes in the basal ring. The proboscis has five longitudinal bands of papillae, macrognaths with four teeth, and a dorsal arc of four to five micrognaths. The anterior region has about 21 uniramous segments with strap-like dorsal cirri and distinct pre- and postsetal lobes. Posterior parapodia are biramous, with notopodia bearing a small dorsal cirrus, a bilabiate setigerous lobe, and two to three acicular notosetae. Posterior neurosetae are compound and spinigerous. Type locality is Cameroon, West Africa. Support: Key features include segment number, parapodial structure, arrangement of papillae, and jaw morphology."
What are the taxonomic characteristics of Glycinde capensis,"Glycinde capensis Day, 1960, is characterized by a yellowish-brown body up to 40 mm long with approximately 112 segments. The prostomium has 8–10 annulations and two pairs of eyes, one basal and one terminal. Its setae include acicular notosetae with blunt, hooked tips and pointed guards, along with compound spinigers throughout the neurosetae. The dorsal cirri are strap-like anteriorly and flattened posteriorly, and the ventral cirri resemble the dorsal cirri in the anterior region. The body is divided into an anterior uniramous region and a posterior biramous region; the anterior segment has 28–30 segments, each with a parapodium bearing a strap-like dorsal cirrus, a single tapered setigerous lobe formed by fused pre- and postsetal lobes, and a ventral cirrus similar to the dorsal. From about setiger 20 onward, the dorsal cirrus expands inferiorly at its base. The posterior region features biramous parapodia, with notopodia bearing flattened dorsal cirri and a setigerous lobe with a distinct apical notch, and neuropodia resembling the anterior setigerous lobes. The proboscis has five longitudinal bands of papillae, two macrognaths each with five teeth, and a dorsal arc of 15–25 micrognaths. Its distribution is limited to southern Africa.","Glycinde capensis is characterized by a yellowish brown body up to 40 mm long with up to 112 segments. The prostomium has 8–10 rings and two pairs of eyes (one in the basal and one in the terminal ring). The proboscis has five bands of papillae, a pair of macrognaths with five teeth, and a dorsal arc of 15–25 micrognaths. The anterior region has 28–30 uniramous segments with parapodia featuring fused pre- and postsetal lobes. Posterior parapodia are biramous, with notopodia bearing a flattened dorsal cirrus and a setigerous lobe with a notch near the tip. Notosetae are acicular with bluntly hooked tips and pointed guards; neurosetae are compound and spinigerous. The species is endemic to South Africa. Support: Detailed morphological and segmental features, jaw and parapodial structure, and distribution are described."
What are the taxonomic characteristics of Boccardia ligerica,"Boccardia ligerica Ferronière, 1898 is described with a body approximately 25 mm long. The prostomium has a distinct notched anterior margin, a median keel extending to setiger 2, and four eyes. The setae on the fifth setiger feature enlarged, blunt hooks. Bidentate hooded hooks appear in the neuropodium starting from setiger 7. No specialized notosetae are present in the posterior segments. Notosetae are present on setiger 1. Branchiae begin on setiger 2, are absent on setiger 5, and reappear from setiger 6, continuing up to about setiger 30. The species is found in France (estuarine environments), with a doubtful record from South Africa in tropical conditions.","Boccardia ligerica is a spionid polychaete with a prostomium notched anteriorly and a keel extending to setiger 2, four eyes, notosetae on setiger 1, branchiae from setiger 2 (absent from 5, continuing to setiger 30), plain blunt hooks as enlarged setae on setiger 5, bidentate hooded hooks in the neuropodium of setiger 7, and no specialised posterior notosetae. Support: These features distinguish B. ligerica within the Spionidae, as described for Boccardia cf. ligerica."
What are the taxonomic characteristics of Boccardia polybranchia,"Boccardia polybranchia Haswell, 1885 is characterized by a relatively large body for its genus, reaching up to 25 mm in length with about 80 segments. The prostomium features a distinctly notched anterior margin outlined in black, with a median keel extending posteriorly to setiger 2. Eye spots vary from none to about ten. The setae include setiger 5, which has two types of enlarged hooks: an anterior row of expanded, truncate hooks with dense fibrils, and a posterior row of simple hooks. Bidentate hooded hooks are found in the neuropodium from setiger 7 onward, and there are no specialized notosetae in the posterior segments. Notosetae are absent on setiger 1. The pygidium is small with a concave posterior margin. Branchiae are fused to the dorsal lamellae, present on setigers 2–4, absent on setiger 5, then reappearing and continuing to about the middle of the body. The antennae and tentacular cirri are not described as differentiated in the available material. The species is widely distributed, recorded from the English Channel, Bay of Biscay, Mediterranean, Brazil, Japan, Australia, New Zealand, Subantarctic regions (Magellan area, Kerguelen, Macquarie Islands), and southern Africa (South West Africa and the Cape).","Boccardia polybranchia is a large spionid polychaete (up to 25 mm, 80 segments) with a prostomium notched anteriorly and a keel extending to setiger 2, 0–10 eye-spots, no notosetae on setiger 1, branchiae united to dorsal lamellae on setigers 2–4 (absent from 5, then continuing mid-body), two types of enlarged hooks on setiger 5, bidentate hooded hooks in neuropodium of setiger 7, and no specialised posterior notosetae. Pygidium is small and concave posteriorly. Support: Detailed morphological and setal characteristics, as well as branchial arrangement, are provided for species identification."
What are the taxonomic characteristics of Boccardia pseudonatrix,"Boccardia pseudonatrix Day, 1961 is characterized by a small body approximately 10 mm in length with about 70 segments. The prostomium is bilobed, featuring a posterior keel extending to setiger 2 and two eye spots. The setae description notes that setiger 5 lacks notosetae and displays two types of enlarged hooks: a first row with three blunt conical hooks partially encircled by a raised margin, and a second row with four simple curved hooks. From setiger 7 onward, bidentate hooded hooks are present in the neuropodium, with no specialized posterior notosetae. The first setiger has a well-developed notopodium with several notosetae. The pygidium is very small. Branchiae are present on setigers 2–4 and 6, continuing on subsequent segments up to about setiger 40. The antennae and tentacular cirri are not differentiated in the available material. Geographically, this species is known only from the Knysna Estuary in South Africa.","Boccardia pseudonatrix is about 10 mm long with 70 segments. The prostomium is bilobed with a posterior keel reaching setiger 2 and has two eye-spots. The first setiger has a well-developed notopodium with several notosetae. Branchiae are present on setigers 2, 3, 4, 6, and all subsequent segments to setiger 40. The fifth setiger lacks notosetae and has two types of large hooks: the first row has three hooks ending in a blunt cone with a raised margin, and the second row has four simple, curved hooks. Bidentate hooded hooks appear in the neuropodium of setiger 7. There are no special posterior notosetae, and the pygidium is very small. Support: The description provides detailed morphological and segmental characteristics specific to Boccardia pseudonatrix."
What are the taxonomic characteristics of Polydora capensis,"Polydora capensis Day, 1955 is characterized by a body length of up to 20 mm consisting of about 100 segments, typically boring into living gastropod shells. The prostomium features an unnotched anterior margin, a posterior keel extending to setiger 3, and paired lateral supporting lobes on the buccal segment. Setae include enlarged, blunt hooks on setiger 5, neuropodial hooks from setiger 7 that are hooded, bidentate, and range from three to five anteriorly, while posterior hooks are unhooded, unidentate, and reduced to two or three. Posterior notosetae comprise straight spines and capillaries. Notosetae are present on setiger 1. The pygidium is small. Branchiae are found from setiger 7 to setiger 37. The available material does not differentiate antennae and tentacular cirri. Geographically, this species is recorded from the Cape region of South Africa.","Polydora capensis is a small tubicolous worm up to 20 mm long with about 100 segments. The prostomium is not notched anteriorly, with a posterior keel extending to setiger 3. Notosetae are present on setiger 1. Enlarged fifth setae are plain blunt hooks. Branchiae are present from setiger 7 to 37. Neuropodial hooks appear from setiger 7, are hooded and bidentate anteriorly, becoming unidentate and losing their hoods posteriorly. Posterior notosetae include about three straight spines and capillaries. The pygidium is small. It is found boring in living gastropod shells and is endemic to South Africa. Support: Detailed morphological and taxonomic features, including setae, branchiae, and habitat, are described."
What are the taxonomic characteristics of Polydora armata,"Polydora armata Langerhans, 1880, is characterized by a small body, approximately 5 mm in length, with 24–45 segments. Its prostomium features a bilobed anterior margin and a dorsal posterior ridge extending to setiger 2, with no eyes. The setae on setiger 5 include two to three enlarged, bluntly hooked setae with stout hoods, and from setiger 7 onward, neuropodial bidentate hooded hooks, three to four in number, are present. Posterior notosetae consist of eight to twelve stout spines that form a cone shape when retracted and a funnel when everted. Notosetae are present on setiger 1, with two to three on each side. Branchiae are present from setiger 7 to setiger 14. The antennae and tentacular cirri are not differentiated. Its distribution includes the North Atlantic (from the English Channel to Morocco and Madeira), Gulf of Mexico, Mediterranean, Ceylon, and the North Pacific (Japan).","Polydora armata is a small worm (about 5 mm, 24–45 segments) with a bilobed prostomium extending back as a dorsal ridge to setiger 2, no eyes, two to three notosetae on the first foot, branchiae from setiger 7 to 14, two to three enlarged bluntly hooked setae with stout hoods on the fifth foot, three to four bidentate and hooded hooks from the neuropodium of setiger 7 onwards, and posterior notosetae forming a cone of stout needles. Support: These features distinguish P. armata within the genus Polydora, especially the cone of stout needles in the posterior notosetae and the arrangement of hooks and branchiae."
What are the taxonomic characteristics of Polydora flava,"Polydora flava Claparede, 1870 is characterized by a large body, reaching up to 45 mm in length with around 150 segments. The prostomium has an anterior margin that is notched, and a posterior ridge extending to setiger 2; it lacks eyes. The setae on setiger 5 feature enlarged hooks with curved, blunt tips that are flattened on the concave side, accompanied by fine, straight, spear-shaped capillaries. From setiger 7 onward, neuropodial bidentate hooded hooks are present, with three to four per parapodium. Posterior notopodia contain packets of very fine, needle-like setae near the bases of capillaries. Few notosetae are found on setiger 1. Branchiae are present from setigers 7 to 9 and extend beyond the mid-body. The antennae and tentacular cirri are not differentiated. The species is distributed across the English Channel, the Mediterranean, Ceylon, Sumatra, Japan, the northern Pacific, southern Africa, and tropical regions.","Polydora flava is up to 45 mm long with 150 segments. The prostomium is notched anteriorly and extends back as a ridge to setiger 2, with no eyes. A few notosetae are present on the first foot. Branchiae begin on setiger 7–9 and extend past the middle of the body. Enlarged hooks on the fifth foot have curved blunt tips flattened on the concave side, accompanied by fine straight spear-bladed capillaries. Three to four bidentate hooded hooks are present from the neuropodium of setiger 7 onwards. Posterior notopodia have packets of very fine needles embedded near the base of the normal capillaries. Support: Detailed morphological features and segmental arrangement are described for identification."
What are the taxonomic characteristics of Polydora caeca,"Polydora caeca Oersted, 1843 features a body up to 40 mm long with approximately 130 segments. Its prostomium has a deeply notched anterior margin and a dorsal ridge extending posteriorly to setiger 2, with either four eyes or none. Setiger 5 includes two specialized series: a row of fine hastate setae and an oblique row of stout hooks excavated on the concave side. From setiger 7 onward, bidentate hooded neuropodial hooks are present. Posterior notopodia have three to four stout, straight spines and capillaries. The notosetae on setiger 1 are few. The pygidium is saucer-shaped with a dorsal notch. Branchiae start from setigers 7–9, extending beyond the mid-body. Antennae and tentacular cirri are not differentiated. Its distribution includes the Arctic, North Atlantic from Greenland to North Carolina, the English Channel to Morocco, the Mediterranean, the tropical Indian Ocean, and southern Africa (Natal, Mozambique).","Polydora caeca is a polychaete reaching 40 mm with up to 130 segments. The prostomium is deeply notched anteriorly and extends back as a dorsal ridge to setiger 2. It has four eyes or none, a few notosetae on the first foot, and branchiae starting on setiger 7–9, extending past the middle of the body. Setiger 5 has a row of fine hastate setae and an oblique row of stout hooks excavated on the concave side. Bidentate and hooded neuropodial hooks begin at setiger 7. Posterior notopodia have 3–4 stout straight spines and capillaries. The pygidium is saucer-shaped with a dorsal notch. Support: The description includes segment number, prostomium shape, setae and hook arrangement, branchiae position, and pygidium form."
What are the taxonomic characteristics of Polydora ciliata,"Polydora ciliata Johnston, 1838 has a body up to 30 mm long with roughly 100 segments, often with blackened ends. The prostomium is slightly notched at the front, with a dorsal ridge reaching back to setiger 2. Juvenile specimens have four eyes, but adults often lack them. Setae on the fifth setiger are stout hooks with an accessory tooth; hooded, bidentate hooks are present in the neuropodium from setiger 7 onward. There are no specialized notosetae in the posterior segments. Notosetae are absent on setiger 1. The pygidium is saucer-shaped with a dorsal incision. Branchiae start from setiger 7 and extend nearly to the posterior end of the body. Antennae and tentacular cirri are not differentiated. The species burrows in calcareous rock and Lithothamnion. Its distribution includes the Baltic Sea, the North Atlantic from Scotland and the English Channel to Senegal, the Mediterranean, the Red Sea, India, Madagascar, the Falkland Islands, northwestern Japan, and Mozambique.","Polydora ciliata is up to 30 mm long with 100 segments. The prostomium is slightly notched anteriorly and extends back as a ridge to setiger 2. Juveniles have four eyes, which may be lost later. There are no notosetae on the first foot. Branchiae begin at setiger 7 and continue to near the end of the body. The fifth segment has stout hooks with an accessory tooth. Hooded and bidentate hooks start in the neuropodium of setiger 7. The pygidium is saucer-like and incised dorsally. Both ends of the body are often blackened. Support: The description includes segment number, prostomium shape, eye presence, setae arrangement, branchiae position, hook types, and pygidium form."
What are the taxonomic characteristics of Polydora antennata,"Polydora antennata Claparede, 1870 Body length reaches up to 30 mm with approximately 100 segments. The prostomium features a deeply notched anterior margin, a dorsal ridge extending posteriorly, a single free occipital tentacle, and two to four eyes. Setiger 5 has enlarged, spoon-shaped hooks arranged in a horseshoe pattern, while from setiger 8 onward, neuropodia possess bidentate, hooded hooks. There are no specialized notosetae in the posterior segments. Notosetae are absent on setiger 1. The pygidium is saucer-shaped with dorsal and ventral notches. Branchiae begin at setiger 7, are weakly developed, and extend to around setiger 40. The antennae include an occipital tentacle, with other structures not distinctly differentiated. Geographically, this species is found in the Mediterranean, Arabian Sea, Ceylon, Gulf of Manaar, Japan, and southern Africa, mostly in tropical regions.","Polydora antennata is up to 30 mm long with 100 segments. The prostomium is deeply notched anteriorly and extends back as a dorsal ridge with one free occipital tentacle. It has two to four eyes, no notosetae on the first foot, and branchiae start on setiger 7, are poorly developed, and end about setiger 40. Enlarged hooks of setiger 5 are spoon-shaped and arranged in a horse-shoe. Bidentate hooded hooks start in the neuropodium of setiger 8. No specialised setae in posterior notopodia. The pygidium is saucer-shaped with dorsal and ventral notches. Support: Detailed morphological features and segmental arrangement are described for identification."
What are the taxonomic characteristics of Polydora maculata,"Polydora maculata Day, 1963 is characterized by a body up to 20 mm long with approximately 130 segments, often found in tubes within old gastropod shells inhabited by hermit crabs. It has palps with black bars, while the rest are unpigmented. The prostomium is bilobed at the front, with a median dorsal ridge extending back to setiger 2, and two small prostomial tentacles placed sequentially on the ridge between the palp bases. The setae on setiger 5 have enlarged hooks that are plain, curved, and slightly flattened at the ends, alternating with normal winged capillaries, and there is no separate tuft on setiger 5. The neuropodia from setiger 9 have bidentate hooded hooks, with eight to ten anteriorly and reduced to four posteriorly. There are no specialized posterior notosetae. Notosetae are absent on setiger 1. Branchiae extend from setiger 7 to the posterior end of the body. The prostomial tentacles are short, paired, and aligned antero-posteriorly. Geographically, this species is found in South Africa, with the type locality off East London.","Polydora maculata is characterized by a body up to 20 mm long with about 130 segments, palps barred with black, a bilobed prostomium continued back as a ridge to setiger 2, two small tentacles on the prostomial ridge, branchiae from setiger 7 to the end of the body, absence of notosetae on the first foot, bidentate hooded hooks in the neuropodia from setiger 9, and enlarged hooks of setiger 5 that are plain, curved, and slightly flattened at the ends. There is no separate tuft of setae on segment 5, and no specialized notosetae in posterior feet. Support: These features are described in the species account for Polydora maculata, including segment counts, setal arrangement, and prostomial structure."
What are the taxonomic characteristics of Polydora kempi,"Polydora kempi Southern, 1921 is characterized by a body approximately 12 mm long. The prostomium features a faintly notched anterior margin, a single posterior occipital tentacle, and four eyes. Setiger 5 has typical notopodial capillaries and two specialized rows: an anterior row of recurved, fang-like setae with a basal swelling, and a posterior row of stout, simple, faintly curved hooks. Normal neuropodial setae are present on setiger 5, with bidentate hooded hooks in the neuropodia from setiger 8 onward. No specialized posterior notosetae are noted. Notosetae are absent on setiger 1. The pygidium is small and saucer-shaped. Branchiae are present from setiger 7 to setiger 14. The antennae and tentacular cirri include a single, median occipital tentacle. The species distribution includes India (type locality: Chilka Lake) and Mozambique (single record).","Polydora kempi is about 12 mm long. The prostomium is faintly notched anteriorly and bears one occipital tentacle posteriorly, with four eyes. There are no notosetae on the first foot. Branchiae are present from setiger 7 to 14. Setiger 5 has normal notopodial capillaries, a double row of specialised setae (an anterior row of recurved fang-like forms with a swelling at the base, and a posterior row of stout, simple, faintly curved hooks). Bidentate hooded hooks start in the neuropodium of setiger 8. No specialised notosetae in posterior segments. The pygidium is small and saucer-like. Support: Detailed morphological features and segmental arrangement of setae and branchiae are described for P. kempi."
What are the taxonomic characteristics of Spiophanes bombyx,"Spiophanes bombyx Claparède, 1870, is characterized by a body length of up to 60 mm and approximately 180 segments. The prostomium features a broad shape with a straight anterior margin, prominent pointed lateral peaks, a single posterior occipital tentacle, four eyes, and paired dorsal sensory grooves that extend to setiger 4. Notosetae on the first setiger are notably long, while the neuropodial setae of setiger 1 are enlarged with recurved blades. From setiger 15 onward, neuropodia have bidentate hooks with partial guards beneath the rostrum, complemented by an inferior sabre-like seta. The anal cirri are cylindrical. The notopodial lamella of the first setiger is slender, with subsequent lamellae widening at the base, and low dorsal ridges are present from setiger 3 onward. The neuropodial lamellae of setigers 1–4 are triangular, becoming low and rounded posteriorly, with fibrous glands located between setigers 5–15. The occipital tentacle is a single, posterior cirrus. This species has a broad distribution across the North Atlantic (from Sweden and Scotland to North Carolina), the Mediterranean, Gulf of Mexico, Cape Verde Islands, Liberia, Angola, Falkland Islands, and North Pacific (Japan to western Canada and southern California), and has also been recorded from South Africa (Cape, Natal).","Spiophanes bombyx is characterized by a body up to 60 mm long with 180 segments, a prostomium broad and straight in front with large, pointed lateral peaks anteriorly, an occipital tentacle posteriorly, four eyes, and a pair of interrupted dorsal sensory grooves. It lacks branchiae, has winged capillary notosetae throughout, and from the fifteenth foot onwards, the neurosetae include bidentate hooks with a partial guard below the rostrum plus an inferior sabre-like seta. The pygidium has cylindrical anal cirri. Support: Detailed morphological and setal characteristics, including prostomium shape, setae types, and absence of branchiae, are described for S. bombyx."
What are the taxonomic characteristics of Spiophanes soederstromi,"Spiophanes soederstromi Hartman, 1953 has a slender body up to 25 mm long with about 60 segments. The prostomium is transversely oval at the front, supported laterally by the buccal segment, and narrows towards the back. It features a single occipital tentacle, two pairs of subdermal eyes, and paired raised nuchal ridges that extend to setiger 4. The setae are winged capillaries throughout, with the first setiger having very long capillaries that are noticeably shorter from setiger 4 onward. The neuropodium of setiger 1 bears a stout, strongly curved seta. From setiger 15 onward, tridentate hooks lack or have partial guards, and sabre-like genital setae without fibrils are found from about setiger 15, occasionally anteriorly. The parapodia include notopodial postsetal lobes on setigers 1–4 that are pointed, with setigers 5–12 being blunt and broadening. Later, notopodia become slender and pointed again. Transverse dorsal ridges appear on setigers 16–35, and neuropodial postsetal lamellae are pointed on the first four setigers but low and rounded thereafter. The antennae and cirri include a single, posterior occipital tentacle. Geographical distribution encompasses Sweden, Greenland, Uruguay, South Georgia, possibly Okhotsk and Bering Seas, and southern Africa (Cape and Natal).","Spiophanes soederstromi is a slender species up to 25 mm long with about 60 segments. The prostomium is transversely oval anteriorly, supported laterally by the buccal segment, and narrowed posteriorly with an occipital tentacle. It has two pairs of subdermal eyes, raised nuchal ridges, and pointed postsetal lobes on the first four notopodia, with the next 5–8 being broader and blunt, and subsequent notopodia pointed and slender. There are well-marked transverse dorsal ridges from setiger 16 to 35. The first four neuropodia have pointed postsetal lamellae, which are low and rounded on subsequent feet. Notosetae are winged capillaries throughout, with the first foot's being long and shorter from setiger 4. The neuropodium of the first foot has a stout, strongly curved seta. Tridentate hooks with a partial guard or none appear from setiger 15, and sabre-like genital setae without fibrils are evident from setiger 15, sometimes also in anterior segments. Juveniles have brownish parapodia from segments 9–14. No branchiae are present."
What are the taxonomic characteristics of Malacoceros indicus,"Malacoceros indicus Fauvel, 1928, has a body that can reach up to 60 mm in length and 1 to 1.5 mm in width. Its prostomium is broad and shield-shaped, featuring lateral projecting frontal peaks, while the posterior end of the cephalic keel is free, accompanied by numerous eye-specks. The setae are described as not dotted on the notopodial capillaries, with anterior neuropodia containing five to six large, sharply pointed capillaries, and long, bidentate, hooded hooks appearing from about setigers 40–70. Additionally, sabre-like setae are found in the posterior neuropodia. The parapodia have rounded anterior neuropodial lamellae and posterior lamellae with nipple-like projections. The branchiae are long, cirriform, starting from setiger 1, and are fused at the bases of the dorsal lamellae. These dorsal lamellae are lanceolate, elongated anteriorly, and reduce to about one-third of the branchial length posteriorly. The antennae and tentacular cirri are not differentiated. Geographically, this species has been recorded in India (Gulf of Manaar), New Caledonia, and from certain locations in southern Africa (Natal, Mozambique), though records from the Cape are doubtful.","Malacoceros indicus is characterized by a broad, shield-shaped prostomium with lateral frontal peaks and a free posterior cephalic keel, numerous eye specks, long cirriform branchiae from setiger 1 united to lanceolate dorsal lamellae, rounded anterior neuropodial lamellae developing a nipple-like projection posteriorly, notopodial capillaries not dotted, anterior neurosetae with 5–6 large capillaries with pointed tips, long bidentate hooded hooks in posterior neuropodia from segment 40–70, and sabre-like setae in posterior neuropodia. Support: These features distinguish M. indicus within the genus Malacoceros, especially the nipple-like projection on posterior neuropodial lamellae and the arrangement of setae and hooks."
