Question,Expected_answer,Generated_answer,Generated_before_support,eval_exact_match,eval_token_f1,eval_rouge1_f,eval_rouge2_f,eval_rougeL_f,eval_bleu,eval_meteor
What are the taxonomic characteristics of Caulleriella acicula,"Caulleriella acicula Day, 1961 features a body up to 20 mm long with about 200 segments. The segments are short and somewhat flattened, with prominent lateral parapodial ridges. The prostomium is sharply conical with a pair of small subdermal eyes. Notopodia have very few capillaries, whereas neuropodia lack capillaries. Acicular hooks are present throughout both rami, being bidentate with a small secondary tooth and a narrow hood on the convex side of the shaft. The parapodia have well-separated rami. The branchiae are slender filaments arising just above the notosetae, extending at least to the mid-body. The palps are slender, and the buccal segment is swollen, with palps originating at the junction with setiger 1. The species is distributed in South Africa, specifically in False Bay, Cape, and Natal.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Caulleriella zetlandica,"Caulleriella zetlandica McIntosh, 1911, has a body described as thread-like, reaching up to 25 mm in length, pale when preserved in alcohol, with a rounded cross-section and short, crowded segments. The prostomium is long and conical, and eyes are absent. It features only capillary-type setae, some long with slender blades, others shorter with broader, curved blades. Neurosetae include short, broad-bladed capillaries and two to four stout sigmoid hooks; in juveniles, hooks are bidentate, while in adults, teeth are very blunt or nearly truncate. Hoods are absent. The parapodia have closely positioned notosetae and neurosetae. The branchiae are slender filaments that arise just above the notosetae and become progressively shorter toward the posterior. It has one pair of stout, grooved palps that originate at the junction of the peristome and setiger 1. The peristome is stout and triannulate. Its geographical distribution includes Ireland, with a doubtful record from South Africa.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Caulleriella bioculatus,"Caulleriella bioculatus Keferstein, 1862 is characterized by a body that can reach up to 40 mm in length, composed of approximately 140 segments. Its prostomium is pointed and bears two eye-spots. The setae are hook-shaped with two teeth and a small secondary tooth, with no hoods present. The parapodia include notopodia with capillaries throughout, and one to three acicular hooks starting around setigers 6–9. Neuropodia have capillaries only on setigers 1–2, with hooks appearing afterward. The branchiae are slender filaments extending from setiger 1 to about mid-body. It has one pair of long, grooved palps located at the junction of the buccal segment and setiger 1. Its known distribution includes the English Channel, with a questionable record from Angola and no records from southern Africa.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Chaetozone setosa,"Chaetozone setosa Malmgren, 1867, has an elongate body measuring 20-25 mm in length and composed of 70-90 segments. The prostomium is conical and lacks eyes. The setae are capillary-like, extending from setiger 1 to the posterior end. Notosetae are up to four times the segment width, while simple sigmoid acicular hooks are present in notopodia from setiger 3 onward and in neuropodia from setiger 1. Notopodial and neuropodial bundles are separate at the front but form a continuous dorsoventral arc of spines in the posterior segments. The pygidium has a dorsal anus. Branchiae are filamentous, extending from setiger 1 to mid-body, arising just above the notosetae. The organism has two stout palps located at the anterior margin of setiger 1. Its distribution includes Arctic and subarctic regions, the North Atlantic from Greenland and Sweden to Morocco, tropical West Africa to Angola, the Mediterranean, Aden, Heard Island (subantarctic), the North Pacific from Bering Sea and Japan to California, and the Cape in South Africa.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Cirratulus filiformis,"Cirratulus filiformis Keferstein, 1862 is characterized by a very slender body that can reach up to 50 mm in length and appears greenish brown when alive. The prostomium is pointed with no eyes. The setae are slender, flattened capillaries throughout, with no hooks present. The parapodia have well-defined ridges. The branchiae are filamentous, extending from setiger 1 to near the posterior end, arising just above the notosetae throughout. The buccal segment is swollen. There are about four tentacular filaments, emerging at the junction of the buccal segment and setiger 1. Its distribution includes the Eastern Atlantic from Scotland to Morocco, as well as Senegal, possibly Sweden, tropical western Africa, South Georgia, and the Persian Gulf; it has also been recorded in South West Africa and the Cape.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Cirratulus africanus,"Cirratulus africanus Gravier, 1906. The body is about 50 mm long and brown in color. The prostomium is long and pointed; eyes absent. The setae are capillary in both rami throughout; from about setiger 10, the setae abruptly taper and are intermediate between capillaries and hooks; they change to normal sigmoid acicular hooks about mid-body. The parapodia are similar throughout. The branchiae extend from setiger 3, over most of the body, and arise close above the notosetae. The tentacular filaments are three to four, arising above setigers 2–3. The geographical distribution is the Gulf of Aden; recorded from Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Cirratulus gilchristi,"Cirratulus gilchristi Day, 1961 is characterized by a thread-like body approximately 12 mm long that tapers strongly. The prostomium is bluntly rounded, with four pairs of eyes, though juveniles may have one or two pairs. The setae consist of unidentate acicular hooks in both rami from setigers 3–6 onward, with capillaries present in all notopodia but absent in neurocapillaries from setiger 6 onward. The branchiae extend from setiger 1 to the posterior end, originating high on the parapodium in mid-body and positioned as far above the notosetae as the distance between noto- and neurosetae. There are three to five pairs of stout tentacular filaments, arising transversely from the anterior margin of setiger 1. This species has been recorded in South Africa, specifically from Saldanha Bay and the Cape region, with three documented records.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Cirratulus cirratus,"Cirratulus cirratus Müller, 1776 has an elongate, cylindrical body up to 50 mm long and 1–2 mm in diameter, with segments that are two to three times broader than long. The prostomium is bluntly conical with two to four pairs of eyes arranged transversely. It features capillary setae in both rami throughout, one to two sigmoid acicular hooks on the notopodia from about setiger 20, and two to four on the neuropodia from about setiger 12. The stout branchiae extend from setiger 1 to the posterior end, rising higher above the notosetae in middle segments than the distance between noto- and neurosetae. The elongate peristome is as long as the first three to four segments. Numerous tentacular filaments form a transverse row above setiger 1. Its geographic distribution includes the Arctic and North Atlantic (from the North Sea to the English Channel), as well as subantarctic regions from the Magellan area and Falkland Islands to Kerguelen, with no confirmed records from southern Africa.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Cirratulus concinnus,"Cirratulus concinnus Ehlers, 1908, features a small, thread-like body approximately 25 mm long with around 80 segments. The prostomium is elongated and conical, and it lacks eyes. It has long, capillary setae throughout both rami. Notopodia do not contain acicular hooks, but neuropodia do, starting from about setiger 32. Branchiae begin from setiger 1, arising close above the notosetae in the mid-body region. The buccal segment is elongated, with one or two pairs of grooved tentacular filaments located at the junction of the peristome and setiger 1. This species is known only from its type locality at the Agulhas Bank, South Africa, based on a single record.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Cirriformia tentaculata,"Cirriformia tentaculata Montagu, 1808 is characterized by a slender body, reaching up to 200 mm in European specimens and up to 80 mm in South African ones. It has a uniformly brown coloration, with red gills visible in live specimens. The prostomium is pointed. Both rami bear capillary setae throughout; each ramus has four to five unidentate, needle-like hooks originating from about the posterior third of the body (around segment 50 and onwards). The branchiae are slender filaments extending from setiger 1 to the posterior end, located just above the notosetae. The numerous tentacular filaments are arranged in two clusters, arising above setigers 5–7. Segments are narrow and closely packed. Its distribution covers the eastern Atlantic from the North Sea to Morocco and tropical western Africa, including the Persian Gulf, tropical Indian Ocean, and parts of the Pacific from Japan and New Caledonia to New Zealand and the Campbell Islands. It has also been recorded from South West Africa, the Cape coast, Natal, and Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Cirriformia saxatilis,"Cirriformia saxatilis Gravier, 1906 is characterized by a body approximately 50 mm long, yellowish-brown in color, with darker anterior segments on the ventral side. The prostomium is rounded. The setae consist of saw-edged capillaries in both rami throughout the body, with sigmoid hooks in the neuropodia starting from setiger 8 and in the notopodia from setiger 42. The branchiae extend from setiger 1 to the posterior half of the body, emerging immediately above the notosetae. The tentacular filaments originate above setigers 2–4. Its distribution includes the Gulf of Aden and recorded occurrences in Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Cirriformia afer,"Cirriformia afer Ehlers, 1908 is characterized by a body that can reach up to 20 mm in length, is fairly stout, with parapodia forming lateral ridges. The prostomium is broad and rounded, and there are no eyes. The setae are capillaries present in both rami throughout; hooks are absent in the anterior region, while some posterior segments may have occasional single spines alongside capillaries. Branchiae extend from setiger 1 to the posterior half of the body, emerging close above the notosetae. Each side bears five to six tentacular filaments originating above setiger 2. This species has been found in Angola.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Cirriformia punctata,"Cirriformia punctata Grube, 1859, features a body approximately 40 mm long, fairly wide, and brown with black flecks. Its tentacles and branchiae are barred. The prostomium is rounded at the front, with no obvious eyes. The setae consist of capillary types in both rami throughout, with slender sigmoid hooks appearing from around setiger 12. The branchiae extend from setiger 1 to near the posterior end, emerging well above the notosetae in the mid-body and higher than the distance between noto- and neurosetae. Numerous tentacular filaments arise around setiger 4. This species is found in tropical regions worldwide, with records from Natal and Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Cirriformia capensis,"Cirriformia capensis Schmarda, 1861, has a large body up to 150 mm long and 6 mm wide with numerous segments, all uniformly brown. The gills and tentacles are orange. The prostomium is broadly rounded at the front, and there are no eyes. The setae consist of capillary setae in both rami throughout, with sigmoid hooks starting to appear around setiger 12. The branchiae run from setiger 1 to the posterior end, consisting of stout filaments, and in the mid-body, they emerge higher above the notosetae than the distance between the noto- and neurosetae. The tentacular filaments are numerous, arising above setigers 3–4. This species is found in Southern Africa, including South West Africa, the Cape, and Angola.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Cirriformia filigera,"Cirriformia filigera Delle Chiaje, 1825 is described as a very large body, reaching up to 250 mm in length, with a uniformly brownish color and reddish gills. The prostomium is bluntly conical, and adults lack eyes. It has capillary setae on both rami throughout, with sigmoid hooks starting around setiger 12. The branchiae extend from setiger 1 to near the posterior end, arising higher above the notosetae than the distance between noto- and neurosetae in the mid-body. Numerous tentacular filaments arise above setigers 4–6. Its geographical distribution includes warm and tropical Atlantic regions (Morocco, São Tomé, North Carolina, Gulf of Mexico), the Mediterranean, Persian Gulf, tropical Indian Ocean, and possibly the Pacific (records are doubtful). It is also found in southern Africa, including Natal and Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Poecilochaetus serpens,"Poecilochaetus serpens Allen, 1904, has a slender body up to 55 mm long with indistinct segments. The prostomium is rounded, featuring four eyes and a dorsal lip with a digitiform process, along with three long nuchal processes from the occipital region. The setae consist of long, forward-directed capillaries on setiger 1 that form a cephalic cage, two to four curved spines in neuropodia of setigers 2–3, with remaining anterior setae being smooth capillaries. A few feathered setae are present in middle segments, persisting posteriorly. The last 16–17 setigers have notosetae replaced by simple or serrate spines. The parapodia have a vestigial notopodial postsetal lobe and a long cirriform postsetal neuropodial lobe on the first setiger. Setigers 2–6 feature tapered noto- and neuropodial lobes, while setigers 7–13 have club-shaped lobes with swollen bases and knobbed tips. From setiger 14 onward, lobes taper again. Two to four filamentous gills are located behind middle and posterior parapodia. The long, grooved palps are caducous. The species is distributed across the North Atlantic (Scotland, Ireland, from the English Channel to Morocco), the Mediterranean, and southern Africa (Cape, Natal).",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Phyllochaetopterus herdmani,"Phyllochaetopterus herdmani Willey, 1905 is characterized by a large body, reaching up to 80 mm in length. Its prostomium has no eyes, and the tentacular cirri are long, tapered, and supported by fine internal setae. The posterior region features numerous segments with notopodia that are digitiform and have knobbed tips, while the neuropodia are inferior, square-shaped, and project pinnules. The buccal segment is large, truncate, and upcurved, with barred palps. The anterior region consists of nine to ten segments; segment 4 bears six to eight stout, obliquely truncate setae. The middle region contains two segments with elongate, bilobed notopodia, flattened branchiae, and large, wing-like neuropodia with uncini along the entire outer margin. The uncini have twelve to fourteen teeth. The tube is fragile, thickly encrusted with sand grains and shell fragments. Geographically, this species is found in Ceylon and has records from Natal and Mozambique in the Indian Ocean.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Phyllochaetopterus elioti,"Phyllochaetopterus elioti Crossland, 1903 exhibits a large body, measuring 50–100 mm in length and 2–3 mm in width. Its prostomium features a single pair of eyes, while the well-developed, digitiform tentacular cirri emerge laterally from the prostomium. The palps are barred with brown coloration. The posterior region consists of slender, knobbed notopodia, each supported by a single spear-headed seta. The buccal segment appears truncated. The anterior part includes fifteen segments, with segment 4 possessing two to three enlarged, truncated setae. The middle region has over twenty short segments; notopodia are bilobed, each with six slender setae, and lateral triangular branchiae that are continuous with ventro-lateral neuropodia, which bear numerous tiny uncini with approximately 30 teeth. Its tube is horny, densely encrusted with sand, and lacks rings. Geographically, it is found in Zanzibar, Ceylon, the Gulf of Manaar, and has been recorded from Mozambique and the Cape of South Africa.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Phyllochaetopterus socialis,"Phyllochaetopterus socialis Claparede, 1870, has a small body typically measuring less than 30 mm in length, with the posterior region dark green. The prostomium is ovoid, featuring two lateral eyes often hidden by small tentacular cirri. It has two long, stout, grooved palps. The posterior body consists of numerous segments, with digitiform notopodia that bear one or two spear-headed setae. The buccal segment is truncated at the front and curves upward along the sides of the prostomium. The anterior region contains ten to eighteen segments; setiger 4 has a single, thick brown seta with an irregularly truncate tip. The middle region includes seven to twenty-four segments, with bilobed dorsal notopodia, lateral triangular branchiae, and neuropodia ventro-lateral and uncigerous. The uncini have about 24 teeth. Its horny tube is ringed distally and often forms branching colonies. Geographically, this species is found across the Atlantic—from the U.S.A. and the English Channel to the Falkland Islands and South Africa—also in the Mediterranean, tropical Indian Ocean, Australia, and recorded from South West Africa, Cape, Natal, and Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Spiochaetopterus vitrarius,"Spiochaetopterus vitrarius Ehlers, 1908 features a slender body longer than 35 mm, divided into three regions: an anterior section with nine uniramous segments, a middle section with about 20 segments decreasing in size, and a posterior with many short segments. The prostomium is oval, bearing a pair of lateral eye spots. Tentacular cirri are absent, while the long palps are distally barred. The posterior region has short, blunt notopodia supported by 1-2 long hastate setae, no branchiae, and neuropodia with serpuliform uncini. The buccal segment is broad and truncate with lateral upward curvature. The anterior region’s segment 4 has a fan of hastate setae and one enlarged, conical-tipped seta, while segment 7 shows a sharp ventral black arc, and segments 8–9 have a white glandular patch. The middle region’s notopodia are large, flattened, bilobed, with lateral branchiae, and neuropodia have undivided rows of serpuliform uncini. The tube is clear, horny, and closely ringed. Geographically, it is found in tropical western Africa from Senegal to Angola.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Spiochaetopterus costarum,"Spiochaetopterus costarum Claparède, 1870 is characterized by a slender, fragile body measuring 50–60 mm in length, with clearly distinct anterior, middle, and posterior regions. The prostomium has not been described. Its palps are long and brown-speckled. The posterior region is short, with crowded segments, digitiform notopodia, and reduced neuropodia. The anterior region features nine to ten setigers, a large white glandular patch on the ventrum of setiger 7, and setiger 4 with one enlarged, swollen, and truncate seta with a serrated cutting edge. The middle region contains numerous segments, bilobed notopodia, lateral triangular branchiae, and neuropodia with many uncini bearing 25–30 small teeth; a cupule is present on the second middle segment. The tube is horny, transparent, and distinctly ringed. It is found along the Atlantic coast of France, the Mediterranean, Madagascar, Japan, from western Canada to southern California, and has been recorded at the Cape, South Africa.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Chaetopterus variopedatus,"Chaetopterus variopedatus Renier, 1804, is described as having a large, robust body measuring approximately 100–150 mm in length and about 10 mm in width, with around 70 segments. The body is divided into anterior, middle, and posterior regions. The prostomium is very small, with a truncated head and a large buccal segment forming a glandular lower lip, and it has one pair of small eyes. The palps consist of one pair, which are short and tapered. The posterior region contains more than 20 segments, featuring digitiform notopodia with knobbed ends and bilobed neuropodia. The anterior region includes eight to twelve segments, with triangular notopodia, notosetae with flattened, knife-like blades, and setiger 4 that bears several stout, obliquely truncate setae along with a few capillaries. The middle region comprises five biramous segments: the first is short with small notopodia; the second is elongated with large, wing-like notopodia anteriorly and a posterior cupule; the third to fifth segments have large notopodia fused across the dorsum to form paddles. The neuropodial uncini have six to eight teeth. Geographically, this species is cosmopolitan except in Arctic and Antarctic regions, with records from Cape and Natal (South Africa) and Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Mesochaetopterus capensis,"Mesochaetopterus capensis McIntosh, 1885 is a small, solitary worm approximately 15 mm long with over 20 segments. The prostomium is oval-shaped with a pair of eyes at the bases of the palps. The long palps are faintly barred at the tips. The posterior region features short segments with simple, conical notopodia supported by two setae with flattened, tapering blades. The front part consists of nine uniramous segments; the fourth setiger has eight modified, obliquely truncate, serrated setae. The middle section includes two elongated segments: the first has short notopodia near the posterior anterior segment, and the second has longer, strap-like notopodia and a posterior cupule. The neuropodia form bilobed ridges with divided uncini series. Uncini have six to nine teeth each. The tube is fragile, encrusted with sand or foraminiferal shells. This species is found in the Cape and Natal regions of South Africa.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Scoloplella capensis,"Scoloplella capensis Day, 1963 features a small, thread-like body approximately 6 mm long in incomplete specimens, comprising 25 segments. The prostomium is bluntly conical, with no eyes. The thoracic and abdominal neurosetae are short, broad, crenulate capillaries, with no specialised setae. Branchiae are absent from the thorax and first appear starting at setiger 24. The peristome lacks setae, and the following segment is also achaetous. The thorax includes seven short, nearly rounded setigerous segments, sharply separated from the abdomen. Parapodia in the thorax have rami close together, each reduced to a small papilla with crenulate capillary setae. The abdomen segments are longer than broad, with the notopodium featuring a short, blunt postsetal lobe, and the neuropodium is stout and bilobed. Intermediate and ventral cirri are absent. This species is known only from its type locality west of Cape Town at a depth of 183 meters.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Proscoloplos cygnochaetus,"Proscoloplos cygnochaetus Day, 1954 is characterized by a very small body, measuring 3 to 5 mm in length. The prostomium is rounded in shape. The parapodia are generally uniform throughout the organism. The branchiae are stout and fusiform, starting from setiger 8. The first two segments are achaetous, meaning they lack chaetae. The notopodia feature a digitiform postsetal lobe with a few crenulate capillary setae originating from the base. The neuropodia resemble the notopodia but are smaller, positioned more laterally, with neurosetae consisting of a few crenulate capillary fibers. In the posterior segments, there are one or two swan-shaped hooks with four to five denticles above the rostrum. The species has been recorded in Tristan da Cunha and from a single specimen collected at the Cape.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Schroederella pauliani,"Schroederella pauliani Laubier, 1962 is characterized by a minute body, measuring 3–4 mm in length and consisting of about 40 segments. The prostomium is long, pointed, conical, and divided into two annuli, with one pair of eyes. The setae are crenulate capillaries throughout, with a sharp-pointed aciculum in the abdomen. Thoracic neurosetae include a few crenulate capillaries and several serrated acicular uncini, while abdominal neurosetae comprise one to two crenulate capillaries and a single blunt acicular seta or projecting aciculum. The thorax contains approximately 8–20 segments, lacks branchiae, and features slight lateral swellings called thoracic neuropodia, with no foot papillae. The postsetal notopodial lobes are small and appear on setigers 7–9. The abdomen has 16–20 segments, with digitiform dorsal branchiae, small postsetal notopodial lobes, better-developed neuropodia than thoracic segments, and no ventral cirri. The intermediate region is short, with 4–5 segments between the thorax and abdomen. Geographically, this species is recorded from Sandwich Bay, South West Africa, with no other records.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Orbinia angrapequensis,"Orbinia angrapequensis Augener, 1918 is described as having a body length of up to 30 mm with about 90 segments. The thorax features 18–24 setigers, with thoracic neurosetae arranged in three to four rows of flanged, bent, serrated hooks, along with a row of crenulate capillaries. The abdominal notosetae are mainly capillaries, with a few forked setae. The thorax includes branchiae from setiger 6, a distinct postsetal notopodial lobe separate from the first setiger, and approximately 12 foot papillae per neuropodium. There are continuous rows of stomach papillae near the junction of the thorax and abdomen. The abdomen’s notopodia contain few forked setae among capillaries, while the neuropodia are bilobed with the inner ramus longer than the outer. Ventral cirri are present on all abdominal neuropodia, along with a ciliated cushion; interramal cirrus is absent. The species is distributed in South West Africa (Lüderitz) and the Cape region of South Africa.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Orbinia cuvieri,"Orbinia cuvieri Audouin & Milne-Edwards, 1834 is characterized by a very large body, reaching up to 300 mm in length, with approximately 400 segments and a thorax featuring 22-26 setigers. The setae include thoracic neurosetae arranged in three to five rows of flanged, bent, serrated hooks, alongside a few crenulate capillaries. It lacks enlarged superior spines, and the abdominal notosetae are primarily crenulate capillaries, with some forked setae bearing uneven prongs. The abdominal neurosetae consist of a few short crenulate capillaries. The thorax has branchiae starting from setiger 5; a distinct postsetal notopodial lobe separate from the first setiger; neuropodia with 10-15 foot papillae; and continuous rows of stomach papillae at the thorax-abdomen junction. The abdomen features notopodia with chopper-shaped postsetal lobes and larger tapered branchiae, a well-developed interramal cirrus, and bilobed neuropodia with a small conical ventral cirrus. Its distribution includes the North Atlantic (Greenland, Sweden, North Sea, English Channel), the Mediterranean, and southern Africa, specifically from Natal.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Orbinia bioreti,"Orbinia bioreti Fauvel, 1919, features a large body up to 130 mm long with over 120 segments. The thorax has 31–39 setigers. Thoracic neurosetae are arranged in four to five rows of flanged, bent, smooth hooks, with only a few crenulate capillaries; abdominal neurosetae include two blunt, bent aciculae and two to three crenulate capillaries, some of which taper sharply. The thorax has branchiae starting from setiger 5–6, a distinct postsetal notopodial lobe separate from the first setiger, neuropodia with about 12 foot papillae, and continuous rows of stomach papillae at the thorax–abdomen junction. The abdomen’s notopodia lack forked setae; the interramal cirrus is rudimentary in the front and well developed posteriorly; neuropodia contain small, uneven lobes. Its range spans the Bay of Biscay, Madagascar, and southern Africa, including records from Natal.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Orbinia monroi,"Orbinia monroi Day, 1955, is characterized by a large body, reaching up to 100 mm in length, with approximately 200 segments and about 50 setigers on the thorax. The thoracic neurosetae are arranged in four to five rows of flanged, bent, smooth hooks, with some crenulate capillaries. The abdominal setae are forked, featuring shafts that are weakly serrated. The branchiae begin from setiger 5, and the posterior thoracic neuropodia have around 11 foot papillae. Numerous stomach papillae, roughly 30, are found on setigers 40–45. The abdomen has a well-developed interramal cirrus and a notopodial postsetal lobe that is chopper-shaped. Geographically, this species is distributed in southern Africa, recorded from the Cape and Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Haploscoloplos fragilis,"Haploscoloplos fragilis Verrill, 1873, has a small body up to 20 mm long with 15–16 setigers on the thorax. Both rami feature crenulate capillary setae, and there are no hooks. Branchiae start from setigers 14–15 and are larger than the notopodia. The thorax includes notopodia with a well-defined postsetal lobe from the first setiger, anterior neuropodia with a single postsetal lobe, and the last two thoracic neuropodia have two to three postsetal lobes. The slender abdomen has bilobed neuropodia with two ventral cirri initially, reducing to one later, and an interramal cirrus at the thorax–abdomen junction that diminishes posteriorly. The species is found in Cape (South Africa), but its identity is uncertain and may differ from Atlantic H. fragilis populations.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Haploscoloplos kerguelensis,"Haploscoloplos kerguelensis McIntosh, 1885 is characterized by a small body, reaching up to 20 mm in length. The setae are described as crenulate capillaries present only in both thoracic and abdominal rami. The branchiae are small near the front, but become significantly larger than the notopodia in the posterior abdomen. The thorax consists of 10–14 slightly flattened segments, with branchiae starting from setigers 9–15 onward. Notopodial postsetal lobes are distinct from the first setiger. Neuropodia feature a single long median foot papilla, and stomach papillae are absent. The abdomen has small, tapered notopodia and neuropodia with unequal lobes. Neither interramal nor ventral cirri are present. This species is found in the Southern Ocean, including Kerguelen Island, the Magellan area, South Georgia, and Antarctica, with recorded occurrences in South Africa, tropical regions, Western Australia, and a doubtful record from India.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Scolaricia dubia,"Scolaricia dubia, described by Day in 1955, has a body length of up to 35 mm with around 100 segments. The prostomium is conical and pointed, with no eyes. The thorax consists of nineteen setigers, with branchiae starting from setiger 13. The notopodia features a postsetal lobe; notosetae are crenulate capillaries, and forked setae are absent. The thoracic parapodia have neuropodia with a single median foot papilla, increasing to three towards the end of the thorax. At the thorax-abdomen junction, there are six to twelve stomach papillae. The large, well-developed interramal cirrus is notable. Abdominal parapodia have neuropodia with equal lobes; ventral cirrus is absent, and a blunt glandular lamella is located below the neuropodium, later becoming notched or divided into two lamellae. The thoracic neuropodia setae include three rows of flanged, bent, serrated hooks, with the posterior row of crenulate capillaries. The abdominal neuropodia have few crenulate capillaries and long, tapered flail-like setae with serrated shafts. Geographically, this species is found in South Africa, specifically recorded from the Cape region.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Scoloplos capensis,"Scoloplos capensis Day, 1961 features a body up to 45 mm long with approximately 112 segments. The prostomium is conical and pointed, with no eyes. The thorax comprises seventeen setigers and has branchiae starting from setiger 15. The notopodia have a postsetal lobe, and the abdominal notosetae lack forked setae. The thoracic parapodia display neuropodia that are faintly bilobed with a single median foot papilla. The stomach lacks papillae, and the interramal cirrus is absent. The abdominal parapodia have bilobed neuropodia with a single inferior lamellar expansion, and ventral cirri are absent. The thoracic neuropodial setae are blunt hooks with a few coarse serrations, along with a posterior row of crenulate capillaries. The abdominal neuropodia have one to two crenulate capillaries and one to two flail setae. This species is distributed in South Africa, recorded specifically from the Agulhas Bank and Cape region.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Scoloplos marsupialis,"Scoloplos marsupialis, described by Southern in 1921, has a body length of up to 50 mm and consists of approximately 210 segments. Its prostomium is conical and pointed, with no eyes. The thorax includes about 18 setigers, with branchiae starting from setiger 9 to 13 and beyond. Thoracic parapodia feature neuropodia with a single foot papilla from setiger 4 to 12. No stomach papillae or interramal cirrus are present. The abdominal parapodia have segments with membranous pockets between neighboring neuropodia. Thoracic neuropodial setae are mainly crenulate capillaries, with few or no hooks, which are serrated, flanged, and faintly recurved when present. The abdominal setae are mostly forked and very few in number. Its distribution includes India (Chilka Lake, Gulf of Mannar) and Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
